name,website,schedule,latitude,longitude,address
Altamont Farmer's Market,,07/01/2011 to 09/31/2011 Mon: 11:00 AM-6:00 PM;Tue: 11:00 AM-6:00 PM;Thu: 11:00 AM-6:00 PM;Fri: 11:00 AM-6:00 PM;Sat: 10:00 AM-2:00 PM;Sun: 10:00 AM-2:00 PM;,-74.0325,42.7013,"Main Street & Maple Avenue Altamont, New York 12009"
Altavista Farmers Market,http://www.ci.altavista.va.us,,-79.2838,37.1185,"Trade Lot Altavista, Virginia 24517"
Alton Farmers' and Artisans' Market,http://www.DowntownAlton.com,06/07/2014 to 10/18/2014 Wed: 4:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,-90.1780932,38.8887926,"551 Landmarks Blvd. Alton, Illinois 62002"
Altoona Farmers Market,,,-78.2462,40.6787,"Heritage Plaza Altoona, Pennsylvania 16601"
Altus Farmers Market,,June to October Tue:5:00 pm - 8:00 pm;Fri:5:00 pm - 8:00 pm;,-99.3336,34.6491,"1116 North Main ST Altus, Oklahoma 73521"
Alum Rock Village Farmers' Market,http://www.pcfma.com/market_home.php?market_id=43,January to December sun:8:00 AM - 1:00 PM;,-121.829184,37.365612,"57 N White Rd. San Jose, California 95127"
Alva Farmers Market,,,-98.6602,36.8083,"102 North 2d Alva, Oklahoma 73717"
Amador Farmers' Market-- Jackson,http://www.amadorfarmersmarket.com,06/07/2015 to 10/01/2015 Sun: 9:00 AM-12:00 PM;,-120.7741018,38.3488023,"Jackson Library/ True Value Jackson, California 95642"
Amador Farmers' Market-- Pine Grove,http://www.amadorfarmersmarket.com,06/03/2015 to 10/01/2015 Wed: 3:00 PM-6:00 PM;,-120.7741018,38.3488023,"Hwy 88 at Irishtown Rd. Pine Grove, California 95665"
Amador Farmers' Market-- Sutter Creek,http://www.amadorfarmersmarket.com,06/13/2015 to 10/01/2015 Sat: 9:00 AM-12:00 PM;,-120.7741018,38.3488023,"Eureka St. & Highway 49 Sutter Creek, California 95685"
Ambridge Farmers Market,,,-80.225,40.5819,"St. Mary's Church Parking Lot Ambridge, Pennsylvania 15003"
Amelia Barter Town Farmers Market,http://www.Ameliamarket.org,04/01/2014 to 09/30/2014 Tue: 4:00 AM-7:00 PM;,-77.9805478,37.3426037,"Farmers Market at the Fairgrounds Amelia Court House, Virginia 23002"
Amelia Earhart Farmers Market,http://urbanoasisproject.org,01/01/2015 to 12/31/2015 Sun: 11:00 AM-5:00 PM;,-80.269369,25.882469,"401 East 65th Street Hialeah, Florida 33013"
Amelia Farmers Market,http://www.ameliafarmersmarket.com,01/01/2013 to 12/31/2013 Sat: 9:00 AM-1:00 PM;,-81.454531,30.579786,"6800 First Coast Hwy Amelia Island, Florida 32034"
Amenia Farmers Market,,,-73.5549,41.8513,"4988 Route 22 , New York "
American Falls Farmers Market,,,-120.173,40.5432,"City Park on Idaho St. American Falls, Idaho 83211"
American National Bank Downtown Farmers Market Festival,,,-108.564,39.0682,"5th and Rood Avenue Grand Junction, Colorado "
Amerisafe Downtown Pavilion & Farmers Market,http://www.cityofderidder.org,,-93.2862,30.8469,"120 North Washington Av DeRidder, Louisiana 70634"
Amery Farmers Market,,June to October Mon:3:00 pm - 6:00 pm;,-92.3624,45.3072,"Sooline Park Amery, Wisconsin 54001"
Ames Main Street Farmers' Market,http://www.amesmainsteetfarmersmarket.com,05/02/2015 to 10/31/2015 Sun: 8:00 AM-12:30 PM;,-93.613343,42.028185,"300 & 400 Blocks of  Main Street Ames, IA, Iowa 50010"
Amherst Farmers Market,,May to October Thu:2:30 pm - 6:30 pm;,-71.6256,42.8646,"Church Street Amherst, New Hampshire 3031"
Amherst Farmers' Market,http://www.AmherstFarmersMarket.com,04/19/2014 to 11/22/2014 Sat: 7:30 AM-1:30 PM;,-72.519422,42.374858,"Spring Street Parking Lot Amherst Center, Massachusetts 1002"
Amherst Wednesday Market at Kendrick Park,http://www.kendrickparkmarket.com,05/07/2014 to 10/15/2014 Wed: 2:00 PM-6:00 PM;,-72.519778,42.379974,"Kendrick Park Intersection of North and East Pleasant st. Amherst, Massachusetts 1004"
Amherst Winter Farmers' Market,http://www.amherstwintermarket.com,12/06/2014 to 03/28/2015 Sat: 10:00 AM-2:00 PM;,-72.511105,42.384866,"170 Chestnut Street Amherst, Massachusetts 1002"
Amma Farmers Market,,07/12/2013 to 09/20/2013 Fri: 2:00 PM-6:00 PM;,-81.255883,38.583305,"Amma Senior and Community Center Amma, West Virginia 25252"
Amqui Station Farmers Market,http://www.amquistation.org/farmers-market,05/04/2014 to 08/30/2015 Sun: 12:00 PM-3:00 PM;,-86.71695,36.258501,"301 B Madison Street Madison, Tennessee 37115"
Anaconda Community Market,http://www.anacondacommunityfoundation.org,07/24/2014 to 09/18/2014 Thu: 10:00 AM-1:00 PM;,-113.139151,46.099065,"401 E Commercial Anaconda-Deer Lodge County, Montana 59711"
Anacortes Farmers Market,http://www.anacortesfarmersmarket.org,05/09/2015 to 10/24/2015 Sat: 9:00 AM-2:00 PM;,-122.609181,48.516974,"611 R Avenue Anacortes, Washington 98221"
Anamoose Market in the Park,,07/07/2014 to 09/08/2014 Mon: 6:00 PM-8:00 PM;,-100.24061,47.880722,"Main Street Anamoose, North Dakota 58710"
Anamosa Farmers Market,,,-91.2795,42.1083,"Corner of Scott and Main Streets Anamosa, Iowa 52205"
Anchorage Farmers Market,http://www.anchoragefarmersmarket.org,05/03/2014 to 10/11/2014 Sat: 9:00 AM-2:00 PM;,-149.880724,61.208059,"1420 Cordova Street Anchorage, Alaska 99645"
Anchorage Market & Festival,http://www.anchoragemarkets.com,May to September Sat:10:00 am - 6:00 pm;sun:10:00 am - 6:00 pm;,-149.891,61.2195,"3rd Avenue and E Street Anchorage, Alaska 99501"
Anderson City Market,http://www.andersoncitymarket.org/,05/09/2015 to 10/17/2015 Sat: 9:00 AM-1:00 PM;,-85.67921,40.104518,"11th and Meridian Anderson, Indiana 46016"
Anderson County Farmers Market,http://andersoncountysc.org/web/Farmers_00.asp,05/03/2014 to 05/31/2014 Sat: 10:00 AM-2:00 PM;,-82.652151,34.506798,"402 N. Murray Ave. Anderson, South Carolina 29621"
Anderson County Farmers Market,,04/18/2014 to 10/26/2014 Fri: 11:00 AM-6:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 12:00 PM-4:00 PM;,-84.918057,38.074839,"1505 Bypass US 127 North Lawrenceburg, Kentucky 40342"
Anderson Farm Market,,,-83.8824,39.7668,"1240 Clifton Rd Xenia, Ohio 45385"
Anderson Farmers' Market,http://www.andersonfarmersmarket.org,05/24/2014 to 10/25/2014 Sat: 9:00 AM-1:00 PM;,-84.350563,39.078533,"7832 Five Mile Road Cincinnati, Ohio 45230"
Anderson Happy Valley Farmers Market,,,-122.408,40.4487,"Happy Valley Rd. Anderson, California 96007"
Andersonville Farmers Market,http://www.andersonville.org,05/20/2015 to 09/02/2015 Wed: 3:00 PM-8:00 PM;,-87.6687,41.978,"1500 W. Berwyn Ave. Chicago, Illinois 60640"
Andover Farmers Market,,"May 1, 2012 to October 30, 2012 Tue:2:30 PM - 6:30 PM;",-93.3573105,45.2192618,"13655 Round Lake Blvd. NW Andover, Minnesota "
Andover Farmers Market,http://andoverhistorical.org/market,06/21/2014 to 09/27/2014 Sat: 10:00 AM-2:00 PM;,-71.138653,42.653487,"97 Main Street Andover, Massachusetts MA"
Andrews Farmers Market,http://www.andrewsfarmersmarket.com,,-83.8232,35.2027,"First Street Andrews, North Carolina "
Angelica Farmers' Market,http://www.localharvest.org/angelica-farmers-market-M23451,06/14/2014 to 09/27/2014 Sat: 9:00 AM-1:00 PM;,-78.015956,42.306061,"Park Circle, Main Street Angelica, New York 14709"
Angelina County Farmers Market,http://visitlufkin.com/ShopDine/FarmersMarket/,01/01/2014 to 12/31/2014 Mon: 9:00 AM-5:30 PM;Tue: 9:00 AM-5:30 PM;Wed: 9:00 AM-5:30 PM;Thu: 9:00 AM-5:30 PM;Fri: 9:00 AM-5:30 PM;Sat: 9:00 AM-4:00 PM;Sun: 11:00 AM-3:00 PM;,-94.697749,31.321061,"2107 S Medford Dr Lufkin, Texas 75901"
Angels Camp Farmers Market-Fresh Fridays,http://www.angelscampbusiness.com/events/fresh-fridays/,June to October Fri:5:00 PM - 8:00 PM;,-120.5427,38.072158,"Utica Park, Utica Lane Angels Camp, California 95222"
Ann Arbor Farmers Market,http://www.a2gov.org/market,01/01/2014 to 12/31/2014 Wed: 7:00 AM-3:00 PM;Sat: 7:00 AM-3:00 PM;,-83.746653,42.283836,"315 Detroit Street Ann Arbor, Michigan 48104"
Anna House Farm Stand,http://www.childcarenassau.org,06/23/2015 to 09/22/2015 Tue: 10:00 AM-2:00 PM;,-73.716466,40.708292,"2150 Hempstead Tpke Elmont, New York 11003"
Anna/Union County Farmers Market,,,-89.2093,37.4604,"1150 E Vienna St. Anna, Illinois 62906"
Annandale Farmers Market,https://www.fairfaxcounty.gov/parks/farmersmarkets,05/01/2014 to 11/06/2014 Thu: 8:00 AM-12:00 PM;,-77.174332,38.83484,"6621 Columbia Pike Annandale, Virginia 22003"
Annapolis FRESHFARM Market,http://www.freshfarmmarkets.org/markets/annapolis.html,May to November sun:8:30 AM - 12:00 PM;,-76.48621,38.97658,"Compromise Street Annapolis, Maryland 21401"
Anne Arundel County (Riva),http://www.aacofarmersmarket.com/,12/01/2014 to,-76.5556,38.9763,"Riva Road & Harry S Truman pkwy Annapolis, Maryland 21401"
Anne Heyliger Vegetable Market,,,-64.8799,17.7099,"Queen Cross Street Saint Croix, Virgin Islands "
Anniston Downtown Farmers Market,http://www.spiritofanniston.org,,-85.832,33.6625,"14th & Gurnee Anniston, Alabama 36201"
Anoka County Growers Association/ Anoka Market,,July to October Thu:2:00 PM - 5:00 PM;,-93.384261,45.197726,"420 E. Main Street Anoka, Minnesota 55303"
Anoka County Growers/ St. Timothy Church Blaine,,July to October Tue:2:00 PM - 5:30 PM;Sat:7:00 AM - 12:00 PM;,-93.2525239,45.13304,"707 89th Ave. NE Blaine, Minnesota "
Anoka County Growers/Immaculate Conception Church,,,-93.2459,45.0489,"40th and Jackson Street Columbia Heights, Minnesota "
Anselma Farmers' and Artisans' Market,,May to August Wed:2:00 PM - 6:00 PM;,-75.641899,40.079648,"1730 Conestoga Road/Rt 401 Chester Springs, Pennsylvania 19425"
Anson County Farmers Market,,June to November Wed:7:00 AM - 1:00 PM;Sat:7:00 AM - 1:00 PM;,-80.052567,34.940829,"1736 Hwy 52 South Wadesboro, North Carolina 28170"
Antelope Valley Winery Farmer's Market,http://www.avwinery.com,05/30/2015 to 11/28/2015 Sat: 9:00 AM-12:00 PM;,-118.1662288,34.6470421,"42041 20th St. West Lancaster, California 93534"
Anthem Community Farmers Market,http://www.Arizonafarmersmarkets.com,10/06/2013 to 10/20/2013 Sun: 8:00 AM-12:00 PM;,-112.12314,33.849663,"41703 N Gavilan Peak Parkway Anthem, Arizona 85086"
Anthony Farmers Market,,06/01/2013 to 10/01/2013 Sat: 7:30 AM-9:30 AM;,-98.038,37.1521,"Corner of West Main and Lawrence Anthony, Kansas 67003"
"Antigo Farmers Market, Inc.",http://www.antigomarket.com,06/07/2014 to 09/27/2014 Sat: 8:00 AM-12:00 PM;,-89.15228,45.14188,"700 Superior St Antigo, Wisconsin 54409"
Antioch Farmers' Market at Somersville Towne Center,http://www.pcfma.com/market_producers.php?market_id=70,May to September sun:9:00 AM - 1:00 PM;,-121.844338,38.002918,"2600 Somersville Rd. Antioch, California 94509"
Apex Farmers Market,http://www.apexfarmersmarket.com,04/18/2015 to 10/17/2015 Sat: 8:30 AM-12:30 PM;,-78.849899,35.7320152,"220 N. Salem St. Apex, North Carolina 27502"
"Appalachian (Newport) Farmers Market, Cocke County TN",,05/13/2015 to 10/21/2015 Wed: 12:00 PM-5:00 PM;,-83.194852,35.96175,"115 Mulberry Street Newport, Tennessee 37821"
Appalachian Farmers' Market,http://www.appfarmersmarket.com,June to October,-82.4819,36.4183,"Intersection of Fair Street and Lakeview Drive Gray, Tennessee 37615"
Apple Country Farmers Market,http://www.applecountryorchards.com,June to September Mon:9:00 AM - 5:30 PM;Tue:9:00 AM - 5:30 PM;Wed:9:00 AM - 5:30 PM;Thu:9:00 AM - 5:30 PM;Fri:9:00 AM - 5:30 PM;Sat:9:00 AM - 5:30 PM;,-101.8364,33.57785,"19th and Ave A Lubbock, Texas 79401"
Apple Country Farmers Market,http://www.applecountryorchards.com,January to December Mon:9:00 AM - 6:00 PM;Tue:9:00 AM - 6:00 PM;Wed:9:00 AM - 6:00 PM;Thu:9:00 AM - 6:00 PM;Fri:9:00 AM - 6:00 PM;Sat:9:00 AM - 6:00 PM;sun:9:00 AM - 4:00 PM;,-101.611862,33.666336,"12206 E. Hwy 62 Idalou, Texas 79329"
Apple Valley Farmers' Market,,,-93.2072,44.7309,"corner of Cty Rd 42 & Galaxy near City Hall Apple Valley, Minnesota "
Appleton Downtown Farm Market,http://www.appletondowntown.org,06/15/2013 to 10/26/2013 Sat: 8:00 AM-12:30 PM;,-88.40703,44.26201,"100 College Avenue Appleton, Wisconsin 54911"
Aptos Farmers Market at Cabrillo College,http://www.montereybayfarmers.org,01/01/2014 to 12/31/2014 Sat: 8:00 AM-12:00 PM;,-121.9270394,36.9872756,"6500 Soquel Drive Aptos, California 95003"
Aquidneck Growers' Markets,http://www.aquidneckgrowersmarket.org,01/01/2015 to 12/31/2015 Sat: 9:00 AM-1:00 PM;,-71.271936,41.529191,"909 East Main Road Middletown, Rhode Island 2840"
Aquidneck Growers' Markets in Newport,http://www.aquidneckgrowersmarket.org,05/20/2015 to 10/28/2015 Wed: 2:00 PM-6:00 PM;,-71.3048066,41.4833807,"Memorial Boulevard and Edgar Street Newport, Rhode Island 2840"
ARAB FARMERS MARKET,,April to November Mon:7:00 AM - 3:00 PM;Wed:7:00 AM - 3:00 PM;Sat:7:00 AM - 3:00 PM;,-86.495876,34.320401,"307 NORTH MAIN STREET ARAB, Alabama 36016"
Arbuckle Certified Farmers Market,http://arbucklerevitalization.org/farmersmarket.html,,-122.066082,38.953013,"6613 Harrington Avenue Arbuckle, California "
Arcade Farmers' Market,,June to October Sat:9:00 AM - 1:00 PM;,-78.4308288,42.5337764,"400 W. Main St. Arcade, New York 14009"
Arcadia Valley Farmers' Market,,05/25/2013 to 10/26/2013 Sat: 7:00 AM-12:00 PM;,-90.6278618,37.5945109,"250 South Main Street Ironton, Missouri 63650"
Arcata Plaza Farmers' Market,http://www.humfarm.org,01/01/2014 to 12/31/2014 Sat: 9:00 AM-2:00 PM;,-124.086882,40.868397,"9th and H Streets Arcata, California 95521"
Archwood Green Barns Farmers' Market,,04/27/2014 to 11/09/2014 Sun: 10:00 AM-3:00 PM;,-77.787516,38.850955,"Intersection of Rt. 245 & I-66, exit 31 The Plains, Virginia 20198"
Area Farmers Market,http://www.brazosvalleyfarmersmarket.com,,-97.4258,27.7763,"3102 Baldwin Street Corpus Christi, Texas 78405"
Arenac Conservation District Farmers Market,http://www.arenacconservationdistrict.com,June to October Sat:9:00 AM - 1:00 PM;,-83.961296,43.983428,"107 N Main Street Standish, Michigan 48658"
Argus Farm Stop,http://www.argusfarmstop.com,01/01/2015 to 12/31/2015 Mon: 7:00 AM-7:00 PM;Tue: 7:00 AM-7:00 PM;Wed: 7:00 AM-7:00 PM;Thu: 7:00 AM-7:00 PM;Fri: 7:00 AM-7:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 8:00 AM-6:00 PM;,-83.7521476,42.2789811,"325 W Liberty Ann Arbor, Michigan 48103"
Arivaca Market,,,-111.319,31.591,"Gadsen Coffee Co., 16800 Arivaca Rd. Arivaca, Arizona "
Ark City Farm & Art Market,http://www.arkcity.org/CurrentEvents.asp?EID=1457,,-97.0386,37.0609,"200 Blcok S. Summit Arkansas City, Kansas 67005"
Arkansas County/North Farmers Market,,,-91.5488,34.4851,"Main and Sixth Stuttgart, Arkansas 72160"
Arkansas County/South Farmers Market,,,-91.3401,34.2823,"The Triangle DeWitt, Arkansas 72042"
Arkansas Home Grown Market I,,,-92.3709,34.7568,"Corner of Cantrell and Pleasant Valley Little Rock, Arkansas 72206"
Arkansas Home Grown Market II,,,-92.2329,34.7955,"Lakewood Village Mall Little Rock, Arkansas 72206"
Arkansas Home Grown Market III,,,-92.3452,34.7404,"YMCA - 12th & Cleveland Little Rock, Arkansas 72206"
Arkansas Local Food Network Online Farmers Market,http://www.littlerock.locallygrown.net,01/01/2015 to 12/31/2015 Mon: 5:00 PM-6:00 PM;Sat: 10:00 AM-12:00 PM;,-92.269599,34.743076,"509 Scott St. Little Rock, Arkansas 72201"
Arlene Knudson,,,-85.2924,39.1313,"305 N. Buckeye Street Osgood, Indiana 47037"
Arlington Farmers Market,http://www.Arlingtonfarmersmarket.blogspot.com,07/05/2014 to 09/20/2014 Sat: 10:00 AM-3:00 PM;,-122.1264564,48.1936753,"200 North Olympic Arlington, Washington 98223"
Arlington Farmers Market,http://www.arlingtonhasit.org,06/04/2015 to 10/29/2015 Thu: 3:00 PM-7:00 PM;,-73.901164,41.691447,"123 Raymond Avenue Poughkeepsie, New York 12603"
Arlington Farmers Market,http://www.arlingtonparks.us/farmersmarket,04/26/2014 to 12/27/2014 Sat: 8:00 AM-12:00 PM;,-77.084394,38.889579,"1400 N. Courthouse Rd. Arlington, Virginia 22201"
Arlington Farmers Market,http://farmersmarketarlington.org,06/11/2014 to 10/29/2014 Wed: 2:00 PM-6:30 PM;,-71.164738,42.427739,"Russell Commons Parking Lot, Winslow St. at Mystic St Arlington, Ma. , Massachusetts 2474"
Arlington Heights Farmers Market,,,-87.9808,42.086,"N. Arlington Heights Rd. at E. Eastman St. Arlington, Illinois 60004"
Arlington Mill Farmers Market,http://www.columbiapike.org,04/29/2015 to 10/21/2015 Wed: 3:00 PM-7:00 PM;,-77.1121896,38.8562594,"Arlington Mill Community Center, 909 S. Dinwiddie Street Arlington, Virginia 22204"
Armijo Village Growers' Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,05/10/2014 to 10/25/2014 Sat: 8:00 AM-12:00 PM;,-106.67716,35.052905,"Isleta Blvd & Arenal Rd Albuquerque, New Mexico "
Armijo Village Growers' Market,,05/09/2015 to 10/31/2015 Sat: 8:00 AM-12:00 PM;,-106.6776259,35.0526489,"1635 Islata Blvd SW Albuquerque, New Mexico 87105"
Armory Farmers Market,http://www.farmfreshri.org,Thu: 3:30 AM-7:00 PM;,-71.431725,41.813396,"Parade St And Hudson St Providence, Rhode Island 2907"
Arnold Farmers Market,http://www.arnoldmo.org,05/02/2015 to 10/17/2015 Sat: 8:00 AM-12:00 PM;,-90.359467,38.454309,"2400 Bradley Beach Road Arnold, Missouri 63010"
Arnold-Mountain Growers Farmers Market,,,-120.362,38.239,"Cedar Center, Hwy. 4 & Oak Circle Murphys, California 95247"
Arroyo Grande Oak Park Plaza Farmers Market,,,-120.552,35.1271,"East Branch, K-Mart Parking lot Arroyo Grande, California 93420"
Arroyo Grande Spencers CFM,,,-120.606,35.1221,"1464 E. Grand Avenue Arroyo Grande, California "
Arthur Produce Auction,,,-88.4518,39.7033,"354 N Cr-100 E Arthur, Illinois 61911"
Artisan and Agriculture Market,http://www.MacombConservationDistrict.org,06/15/2014 to 09/21/2014 Sun: 10:00 AM-3:00 PM;,-83.020813,42.830852,"72955 Van Dyke Ave. Bruce Township, Michigan 48065"
Artisan Exchange West Chester,http://www.artisanexchangewcpa.com,01/01/2014 to 12/31/2014 Sat: 10:00 AM-2:00 PM;,-75.587797,39.948293,"208 Carter Drive Suite 13B West Chester, Pennsylvania 19382"
Artisan Foodworks Thursday Evening Market,http://www.artisanfoodworks.com/,06/06/2013 to 09/26/2013 Thu: 3:30 PM-7:00 PM;,-85.953111,39.292351,"9600 North US Hwy 31 Columbus, Indiana 47201"
Artisan Gift and Farmers Market,,,-110.799,32.2579,"Bear Canyon Shopping Center, (East Tanque Verde Rd. & Catalina Hwy.) TUCSON, Arizona "
Arvada Farmers Market,http://www.arvadafarmersmarket.com,06/02/2013 to 09/29/2013 Sun: 9:00 AM-1:30 PM;,-105.081455,39.800138,"57th St. & Olde Wadsworth St. Arvada, Colorado 80002"
Arvada Five Parks Farmers Market,http://www.arvadafiveparksfarmersmarket.blogspot.com/,,-105.155,39.8488,"13810 W. 85th Dr. Arvada, Colorado 80005"
Asbury Fresh,http://www.asburyfresh.com/,,-74.0094,40.2164,"Kennedy Park (on Cookman Ave next to Ivan & Andys Asbury Park, New Jersey 7712"
Asbury Park Carousel Farmers' Market,,June to October Thu:4:00 PM - 7:00 PM;,-74.0007788,40.219339,"First and Ocean Avenue Asbury Park, New Jersey 7712"
Ashboro Downtown Farmers Market,,,-79.8175,35.7049,"134 South Church Street Asheboro, North Carolina 28801"
Ashburn (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,-87.626,41.8851,"6700 S. Kedzie Ave. Chicago, Illinois 60629"
Ashburn Farmers Market,http://www.loudounfarmersmarkets.org,05/02/2015 to 10/31/2015 Sat: 8:00 AM-12:00 PM;,-77.454253,39.053581,"One Loudoun, 20357 Exchange St. Ashburn, Virginia 20147"
Ashburnham Farmers Market,,,-71.9098,42.6372,"32 Main St Ashburnham, Massachusetts 1430"
Ashby Farmers Market,,,-71.8208,42.6778,"Town Common, Main Street, Rte 119 Ashby, Massachusetts 1431"
Ashdown Farmers Market,,,-94.131,33.6747,"Block of East Main St. Ashdown, Arkansas 71822"
Ashe County Farmers Market,http://www.ashefarmersmarket.com,04/11/2015 to 10/31/2015 Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,-81.493514,36.402494,"108 Backstreet West Jefferson, North Carolina 28694"
Asheville City Market,http://asapconnections.org/citymarket,04/05/2014 to 12/20/2014 Sat: 8:00 AM-1:00 PM;,-82.548852,35.593481,"161 S Charlotte Street Asheville, North Carolina 28801"
Asheville City Market - South,http://asapconnections.org/citymarket,04/02/2014 to 10/29/2014 Wed: 1:00 PM-5:00 PM;,-82.554646,35.486275,"1 Town Square Blvd Asheville, North Carolina 28803"
Ashfield Farmers Market,http://www.ashfieldfarmersmarket.com,,-72.790325,42.525744,"Ashfield Town Common Ashfield, Massachusetts 1330"
ASHFORD FARMERS’ MARKET,,,-72.1646,41.8663,"Pompey Hollow Park, across from the Town Hall Ashford, Connecticut "
Ashland Area Farmers Market,,,-90.8907,46.5882,"200th Block Chapple Ave Ashland, Wisconsin 54846"
Ashland Farmers Market,http://www.facebook.com/ashlandfarmersmarket,05/03/2014 to 10/25/2014 Sat: 9:00 AM-12:00 PM;,-77.483403,37.758687,"121 Thompson St. Ashland, Virginia 23005"
Ashland Farmers Market,http://www.ashlandfarmersmarket.org/,06/14/2014 to 10/11/2014 Sat: 9:00 AM-1:00 PM;,-71.461538,42.260027,"125 Front St Ashland, Massachusetts 1721"
Ashland Tuesday Market,http://www.rvgrowersmarket.com,,-122.692,42.1945,"1420 East Main Ashland, Oregon 97520"
Ashland United Methodist Church Farmers Market,http://www.ashlandumc.com/gallery/seeds/seeds.htm,,-81.1279,34.0412,"2600 Ashland Road Columbia, South Carolina 29210"
Ashley County Farmers Market,,,-91.9664,33.1353,"Highway 82 Crossett, Arkansas 71635"
Ashley Farmers Market,,,-99.3684,46.0344,"On East Main Street, Ashley, North Dakota "
